MLS#,Stat,ClosedDate,YearClosed,SoldPr,Type,YearBuilt,Street#,StrName,Area,Zip,ASF,Rooms,FullBaths,HalfBaths,BsmtBth,Beds,BsmtBeds,GarageType,GarageSpaces,ParkingSpaces
10161225,CLSD,1/30/2019,2019.00,60500,Condo,1960,5215,Galitz,76,60077,372,2,1,0,No,0,0,None,0,1
9884465,CLSD,6/25/2018,2018.00,140000,Condo,1961,8845,Lamon,76,60077,1109,5,1,0,No,2,0,None,0,1
9586176,CLSD,9/26/2017,2017.00,123000,Condo,1961,4635,Main,76,60076,1000,4,1,0,No,2,0,None,0,1
9770663,CLSD,5/8/2018,2018.00,135000,Condo,1962,9127,Keating,76,60076,1100,6,1,0,No,2,0,None,0,0
9515545,CLSD,5/1/2017,2017.00,130500,Condo,1962,4643,Main,76,60076,1000,5,1,1,No,2,0,None,0,0
9590730,CLSD,8/4/2017,2017.00,216000,Condo,1962,4850,Elm,76,60077,1450,6,2,0,No,3,0,Detached,1,1
9566178,CLSD,4/17/2017,2017.00,119500,Condo,1962,9117,Keating,76,60076,1000,4,1,0,No,2,0,None,0,1
9519461,CLSD,5/19/2017,2017.00,135000,Condo,1962,4643,Main,76,60076,1000,5,1,1,No,2,0,None,0,1
9715862,CLSD,10/10/2017,2017.00,137500,Condo,1962,4641,Main,76,60076,1000,5,1,1,No,2,0,None,0,1
9983453,CLSD,7/19/2018,2018.00,150000,Condo,1962,4641,Main,76,60076,1000,5,1,1,No,2,0,None,0,1
9598894,CLSD,7/7/2017,2017.00,129500,Condo,1962,8440,Skokie,76,60077,800,4,1,0,No,2,0,None,0,1
9601609,CLSD,7/28/2017,2017.00,158000,Condo,1963,10124,Peach,76,60077,1496,6,2,0,No,3,0,None,0,1
9870217,CLSD,5/25/2018,2018.00,136000,Condo,1963,10015,Beverly,76,60076,1200,5,2,0,No,2,0,None,0,1
9910480,CLSD,6/11/2018,2018.00,142500,Condo,1963,4734,Russett,76,60076,1300,5,2,0,No,2,0,None,0,2
9583415,CLSD,5/16/2017,2017.00,177500,Condo,1964,10015,Beverly,76,60076,1750,6,2,0,No,3,0,None,0,1
9966391,CLSD,7/31/2018,2018.00,197000,Condo,1965,10124,PEACH,76,60076,1450,6,2,0,No,3,0,None,0,1
9897375,CLSD,5/11/2018,2018.00,190000,Condo,1965,8306,Christiana,76,60076,1300,6,1,1,No,3,0,None,0,1
9495899,CLSD,5/11/2017,2017.00,148000,Condo,1965,10108,Peach,76,60076,1300,6,2,0,No,3,0,None,0,1
10063678,CLSD,11/13/2018,2018.00,175000,Condo,1965,10117,Cherry,76,60076,1200,5,2,0,No,2,0,None,0,1
9939096,CLSD,6/29/2018,2018.00,156000,Condo,1965,10100,Peach,76,60076,1100,5,2,0,No,2,0,None,0,1
9939218,CLSD,6/18/2018,2018.00,161800,Condo,1965,4718,Russett,76,60076,1000,5,2,0,No,2,0,None,0,1
9580815,CLSD,6/8/2017,2017.00,139500,Condo,1965,8500,Skokie,76,60077,965,5,1,1,No,2,0,None,0,1
9616947,CLSD,7/7/2017,2017.00,191000,Condo,1966,4840,Foster,76,60077,1749,7,2,0,No,3,0,Attached,1,0
9831189,CLSD,4/13/2018,2018.00,160000,Condo,1966,7801,Niles Center,76,60077,1400,5,2,0,No,2,0,None,0,1
9977127,CLSD,8/31/2018,2018.00,95000,Condo,1966,4718,Russett,76,60076,900,4,1,0,No,1,0,None,0,1
9163731,CLSD,4/21/2017,2017.00,187000,Condo,1967,8448,Linder,76,60077,1312,7,1,1,No,3,0,None,0,1
9952189,CLSD,6/25/2018,2018.00,146600,Condo,1967,8030,Kenton,76,60076,1000,6,1,0,No,2,0,None,0,1
9848997,CLSD,3/21/2018,2018.00,200000,Condo,1968,4838,HOWARD,76,60076,1800,6,2,0,No,3,0,Attached,1,0
9642345,CLSD,10/16/2017,2017.00,165000,Condo,1968,5251,Galitz,76,60077,1380,5,2,0,No,2,0,Attached,1,0
9564222,CLSD,5/5/2017,2017.00,97000,Condo,1968,4838,Howard,76,60077,950,4,1,0,No,1,0,None,0,0
9843362,CLSD,6/25/2018,2018.00,140000,Condo,1968,5200,GALITZ,76,60077,13000,5,2,0,No,2,0,None,0,1
9941607,CLSD,6/29/2018,2018.00,179000,Condo,1968,5251,GALITZ,76,60077,1435,5,2,0,No,2,0,None,0,1
9469350,CLSD,3/30/2017,2017.00,143850,Condo,1968,5215,Galitz,76,60077,1400,6,2,0,No,3,0,None,0,1
9916253,CLSD,6/5/2018,2018.00,190000,Condo,1968,5251,Galitz,76,60077,1380,6,2,0,No,3,0,None,0,1
10082315,CLSD,11/9/2018,2018.00,162000,Condo,1968,5251,GALITZ,76,60077,1325,5,2,0,No,2,0,None,0,1
9488035,CLSD,7/14/2017,2017.00,203000,Condo,1968,5251,GALITZ,76,60077,1323,6,2,0,No,3,0,None,0,1
10083109,CLSD,10/23/2018,2018.00,154000,Condo,1968,10015,Beverly,76,60076,1200,5,2,0,No,2,0,None,0,1
9685376,CLSD,9/27/2017,2017.00,159000,Condo,1968,5200,GALITZ,76,60077,1200,5,2,0,No,2,0,None,0,1
9647130,CLSD,8/15/2017,2017.00,167500,Condo,1968,5214,Galitz,76,60077,1051,5,2,0,No,2,0,None,0,1
9901873,CLSD,4/9/2018,2018.00,163500,Condo,1968,5214,Galitz,76,60077,1000,5,2,0,No,2,0,None,0,1
9658324,CLSD,7/31/2017,2017.00,99500,Condo,1968,5214,GALITZ,76,60077,950,4,1,0,No,1,0,None,0,1
9647639,CLSD,7/24/2017,2017.00,103000,Condo,1968,4855,DOBSON,76,60077,726,4,1,0,No,1,0,None,0,1
9715452,CLSD,10/4/2017,2017.00,170000,Condo,1968,5200,Galitz,76,60076,1200,6,2,0,No,3,0,None,0,2
9912291,CLSD,9/4/2018,2018.00,171000,Condo,1969,8210,Elmwood,76,60077,1300,5,2,0,No,2,0,Attached,1,0
10116525,CLSD,11/15/2018,2018.00,195000,Condo,1969,8210,Elmwood,76,60077,1500,6,2,0,No,3,0,Attached,1,1
9806182,CLSD,12/29/2017,2017.00,186000,Condo,1969,8210,Elmwood,76,60077,1300,5,2,0,No,2,0,Attached,1,1
9738846,CLSD,1/5/2018,2018.00,123000,Condo,1969,8521,Lotus,76,60077,1000,5,1,0,No,2,0,None,0,1
9714146,CLSD,1/23/2018,2018.00,120000,Condo,1969,8230,Elmwood,76,60077,840,4,1,0,No,1,0,None,0,1
9950286,CLSD,6/28/2018,2018.00,85000,Condo,1969,9211,Skokie,76,60077,600,4,1,0,No,1,0,None,0,1
9591411,CLSD,5/3/2017,2017.00,135000,Condo,1970,8225,Niles Center,76,60077,1586,6,2,0,No,3,0,Attached,1,0
9492478,CLSD,7/31/2017,2017.00,145000,Condo,1970,8225,Niles Center,76,60077,1586,6,2,0,No,3,0,Attached,1,0
10149868,CLSD,2/28/2019,2019.00,195000,Condo,1970,8225,Niles Center,76,60077,1586,6,2,0,No,3,0,Attached,1,0
9835438,CLSD,3/20/2018,2018.00,171500,Condo,1970,9529,Bronx,76,60077,1200,5,2,0,No,2,0,Attached,1,0
9474696,CLSD,4/25/2017,2017.00,119564,Condo,1970,5001,Madison,76,60077,1200,5,2,0,No,2,0,None,0,0
9664805,CLSD,8/24/2017,2017.00,148000,Condo,1970,8230,ELMWOOD,76,60077,1150,5,2,0,No,2,0,Attached,1,0
9898906,CLSD,11/27/2018,2018.00,149800,Condo,1970,4630,Washington,76,60076,1200,5,2,0,No,2,0,None,0,1
9656671,CLSD,9/7/2017,2017.00,191000,Condo,1970,5001,Madison,76,60077,1200,5,2,0,No,2,0,None,0,1
9580548,CLSD,5/5/2017,2017.00,105000,Condo,1970,8230,Elmwood,76,60077,925,4,1,0,No,1,0,None,0,1
9638756,CLSD,7/20/2017,2017.00,202000,Condo,1971,4624,Washington,76,60076,1437,7,2,0,No,3,0,None,0,1
9504175,CLSD,7/18/2017,2017.00,153000,Condo,1972,8225,NILES CENTER,76,60077,1586,6,2,0,No,3,0,Attached,1,0
9715596,CLSD,10/19/2017,2017.00,162000,Condo,1972,9529,Bronx,76,60077,1200,5,2,0,No,2,0,Attached,1,0
9896512,CLSD,6/21/2018,2018.00,190000,Condo,1972,8225,NILES CENTER,76,60077,1200,5,2,0,No,2,0,Attached,1,0
10110826,CLSD,11/9/2018,2018.00,127500,Condo,1972,4840,Foster,76,60077,1000,4,1,0,No,1,0,Attached,1,0
9891408,CLSD,4/16/2018,2018.00,161000,Condo,1972,4840,FOSTER,76,60077,1000,4,1,0,No,1,0,Attached,1,0
9493526,CLSD,4/7/2017,2017.00,130000,Condo,1972,10015,Beverly,76,60076,1200,5,2,0,No,2,0,None,0,1
9705516,CLSD,9/27/2017,2017.00,215000,Condo,1972,8225,Niles Center,76,60077,1600,6,2,0,No,3,0,Attached,1,2
9978701,CLSD,10/19/2018,2018.00,189900,Condo,1973,9445,Kenton,76,60076,1311,5,2,0,No,3,0,None,0,1
9691593,CLSD,8/30/2017,2017.00,171502,Condo,1973,9445,KENTON,76,60076,1242,5,2,0,No,2,0,None,0,2
9889053,CLSD,5/29/2018,2018.00,225000,Condo,1974,9244,GROSS POINT,76,60077,1600,6,2,0,No,2,0,Attached,1,0
9753467,CLSD,11/15/2017,2017.00,239000,Condo,1974,9244,Gross Point,76,60077,1560,5,2,0,No,2,0,Attached,1,0
10010479,CLSD,9/4/2018,2018.00,194000,Condo,1974,9529,Bronx,76,60077,1300,5,2,0,No,2,0,Attached,1,0
10022162,CLSD,9/27/2018,2018.00,192500,Condo,1974,4949,Golf,76,60077,1800,6,2,0,No,3,0,Attached,1,1
9495359,CLSD,4/6/2017,2017.00,161000,Condo,1974,4664,OLD ORCHARD,76,60076,1800,6,2,0,No,3,0,None,0,2
9576525,CLSD,4/18/2017,2017.00,176000,Condo,1975,4838,Howard,76,60077,1750,6,2,0,No,3,0,Attached,7,0
9590653,CLSD,5/4/2017,2017.00,259000,Condo,1975,9529,Bronx,76,60077,1725,6,2,0,No,3,0,Attached,1,0
9346018,CLSD,3/13/2017,2017.00,166000,Condo,1975,9240,Gross Point,76,60077,1630,6,2,0,No,2,0,Attached,1,0
10069194,CLSD,10/1/2018,2018.00,195786,Condo,1975,9529,Bronx,76,60077,1600,5,2,0,No,2,0,Detached,1,0
9701212,CLSD,2/13/2018,2018.00,150000,Condo,1975,4949,Golf,76,60077,1500,5,2,0,No,2,0,Attached,1,0
9702071,CLSD,9/8/2017,2017.00,175000,Condo,1975,4900,Foster,76,60077,1500,5,2,0,No,2,0,Attached,1,0
9520846,CLSD,6/12/2017,2017.00,195000,Condo,1975,4840,Foster,76,60077,1400,5,2,0,No,2,0,Attached,1,0
9994300,CLSD,8/20/2018,2018.00,189000,Condo,1975,9530,Lamon,76,60077,1350,5,2,0,No,2,0,Attached,1,0
9813265,CLSD,3/19/2018,2018.00,138000,Condo,1975,8710,Skokie,76,60077,1200,5,1,1,No,2,0,None,0,0
9497276,CLSD,3/6/2017,2017.00,109000,Condo,1975,9529,BRONX,76,60077,1100,4,1,0,No,1,0,Attached,1,0
9660327,CLSD,8/4/2017,2017.00,130000,Condo,1975,4840,Foster,76,60077,1050,4,1,0,No,1,0,Attached,1,0
9963893,CLSD,8/14/2018,2018.00,140000,Condo,1975,9530,Lamon,76,60076,1000,4,1,0,No,1,0,Attached,1,0
9999349,CLSD,8/24/2018,2018.00,135000,Condo,1975,9530,Lamon,76,60077,1000,4,1,0,No,1,0,Attached,1,0
10098030,CLSD,10/18/2018,2018.00,140000,Condo,1975,9530,Lamon,76,60077,1000,5,1,0,No,1,0,Attached,1,0
9512535,CLSD,5/31/2017,2017.00,140000,Condo,1975,4901,Golf,76,60077,1000,4,1,0,No,1,0,None,0,0
10156902,CLSD,1/31/2019,2019.00,190000,Condo,1975,5200,Oakton,76,60077,1550,5,2,0,No,2,0,Attached,1,1
9507473,CLSD,5/5/2017,2017.00,192000,Condo,1975,9530,Lamon,76,60077,1400,5,2,0,No,2,0,Attached,1,1
9778826,CLSD,4/2/2018,2018.00,158500,Condo,1975,8161,Niles Center,76,60077,1300,6,2,0,No,3,0,None,0,1
10040751,CLSD,9/26/2018,2018.00,135000,Condo,1975,4940,Foster,76,60077,1100,4,1,0,No,1,0,Attached,1,1
10031231,CLSD,8/30/2018,2018.00,145000,Condo,1975,8161,Niles Center,76,60077,1008,5,1,1,No,2,0,None,0,1
10170002,CLSD,2/25/2019,2019.00,130000,Condo,1975,4901,Golf,76,60077,1000,4,1,0,No,1,0,None,0,2
9970831,CLSD,8/3/2018,2018.00,182000,Condo,1976,9801,Gross Point,76,60076,1800,6,2,0,No,2,0,Attached,2,0
9807820,CLSD,3/20/2018,2018.00,180000,Condo,1976,4940,Foster,76,60077,1700,5,2,0,No,2,0,Attached,1,0
9921990,CLSD,9/28/2018,2018.00,250000,Condo,1976,9244,Gross Point,76,60077,1600,5,2,0,No,2,0,Attached,1,0
9802171,CLSD,4/13/2018,2018.00,165000,Condo,1976,9529,Bronx,76,60077,1500,6,2,0,No,2,0,Attached,1,0
9791330,CLSD,3/15/2018,2018.00,172000,Condo,1976,4900,Foster,76,60077,1500,6,2,0,No,2,0,Attached,1,0
9773972,CLSD,12/29/2017,2017.00,240000,Condo,1976,9244,Gross Point,76,60077,1500,5,2,0,No,2,0,Attached,1,0
9716338,CLSD,8/31/2017,2017.00,110000,Condo,1976,9529,Bronx,76,60077,1300,4,1,0,No,1,0,Attached,1,0
9867688,CLSD,3/28/2018,2018.00,135000,Condo,1976,4900,Foster,76,60077,1000,4,1,0,No,1,0,Attached,1,0
9992790,CLSD,7/13/2018,2018.00,160000,Condo,1976,4900,Foster,76,60077,1000,4,1,0,No,1,0,Attached,1,0
10150557,CLSD,1/25/2019,2019.00,161000,Condo,1976,4900,Foster,76,60077,1000,4,1,0,No,1,0,Attached,1,0
9484679,CLSD,4/24/2017,2017.00,205000,Condo,1976,5005,Enfield,76,60077,1250,5,2,0,No,2,0,Attached,1,1
9583074,CLSD,7/19/2017,2017.00,185000,Condo,1976,5005,Enfield,76,60077,1200,5,2,0,No,2,0,None,0,1
9605359,CLSD,6/7/2017,2017.00,137000,Condo,1976,5005,ENFIELD,76,60077,1000,4,1,0,No,1,0,Attached,1,1
9938457,CLSD,7/13/2018,2018.00,115500,Condo,1976,5005,ENFIELD,76,60077,1000,4,1,0,No,1,0,None,0,1
9963177,CLSD,6/28/2018,2018.00,145000,Condo,1976,5005,ENFIELD,76,60077,995,4,1,0,No,1,0,None,0,1
10040746,CLSD,9/26/2018,2018.00,192500,Condo,1976,5005,Enfield,76,60077,900,4,1,0,No,2,0,None,0,1
9683937,CLSD,11/21/2017,2017.00,185000,Condo,1977,7601,Lincoln,76,60077,1880,5,2,0,No,2,0,Attached,2,0
9753148,CLSD,11/3/2017,2017.00,194400,Condo,1977,7601,LINCOLN,76,60077,1750,5,2,0,No,2,0,Attached,2,0
9837543,CLSD,4/5/2018,2018.00,192000,Condo,1977,7601,Lincoln,76,60077,1550,5,2,0,No,2,0,Attached,2,0
9972693,CLSD,7/13/2018,2018.00,168000,Condo,1977,5406,LINCOLN,76,60077,1265,5,2,0,No,2,0,Attached,2,0
9583378,CLSD,9/20/2017,2017.00,140000,Condo,1977,8710,SKOKIE,76,60077,900,5,1,1,No,2,0,None,0,0
10039082,CLSD,11/1/2018,2018.00,180000,Condo,1977,5406,Lincoln,76,60077,1200,5,2,0,No,2,0,Attached,2,1
9577907,CLSD,8/30/2017,2017.00,215000,Condo,1978,9560,Gross Point,76,60076,2000,6,2,0,No,3,0,Attached,2,0
9614546,CLSD,7/20/2017,2017.00,200000,Condo,1978,9560,Gross Point,76,60076,1935,6,2,0,No,3,0,Attached,2,0
9930923,CLSD,9/11/2018,2018.00,285000,Condo,1978,9558,Gross Point,76,60076,1900,6,2,0,No,3,0,Attached,2,0
10007874,CLSD,8/10/2018,2018.00,299500,Condo,1978,9560,Gross Point,76,60076,1900,6,2,0,No,3,0,Attached,2,0
9756772,CLSD,11/20/2017,2017.00,269900,Condo,1978,9560,Gross Point,76,60076,1750,5,2,0,No,2,0,Attached,2,0
9340288,CLSD,5/17/2017,2017.00,171000,Condo,1978,9558,Gross Point,76,60076,1725,5,2,0,No,2,0,Attached,2,0
9770794,CLSD,2/28/2018,2018.00,155000,Condo,1978,4901,Golf,76,60077,1564,5,2,0,No,2,0,Attached,1,0
9801518,CLSD,2/28/2018,2018.00,172500,Condo,1978,9558,Gross Point,76,60076,1545,5,2,0,No,2,0,Attached,2,0
10038110,CLSD,11/9/2018,2018.00,175000,Condo,1978,9801,Gross Point,76,60076,1465,5,2,0,No,2,0,Attached,2,0
9986374,CLSD,7/30/2018,2018.00,182000,Condo,1978,9558,Gross Point,76,60076,1465,5,2,0,No,2,0,Attached,2,0
9899493,CLSD,5/21/2018,2018.00,230000,Condo,1979,9558,Gross Point,76,60077,1725,5,2,0,No,2,0,Attached,2,0
9844963,CLSD,3/20/2018,2018.00,185000,Condo,1979,4901,Golf,76,60077,1500,5,2,0,No,2,0,Attached,1,0
9961212,CLSD,6/28/2018,2018.00,215000,Condo,1979,9560,Gross Point,76,60076,1720,5,2,0,No,2,0,Attached,2,2
9405694,CLSD,6/12/2017,2017.00,165000,Condo,1980,9200,Niles Center,76,60076,1300,5,2,0,No,2,0,Attached,2,0
9498270,CLSD,9/6/2017,2017.00,153000,Condo,1984,5406,Lincoln,76,60077,1200,5,2,0,No,2,0,Attached,2,0
9638927,CLSD,7/18/2017,2017.00,122000,Condo,1984,5406,Lincoln,76,60077,900,5,1,0,No,1,0,Attached,1,0
9489802,CLSD,9/6/2018,2018.00,223000,Condo,1987,9625,Laramie,76,60077,2138,7,2,1,No,3,0,Attached,2,0
10045003,CLSD,12/7/2018,2018.00,216000,Condo,1989,4747,Howard,76,60076,1500,5,2,0,No,2,0,Attached,1,0
9641302,CLSD,7/28/2017,2017.00,196000,Condo,1990,4757,Howard,76,60076,2000,6,2,0,No,2,0,Attached,1,0
9361788,CLSD,3/3/2017,2017.00,228000,Condo,1990,4757,Howard,76,60076,1960,6,2,0,No,2,0,Attached,1,0
9590006,CLSD,7/31/2017,2017.00,230000,Condo,1990,4757,Howard,76,60076,1900,6,2,0,No,2,0,Attached,1,0
10019426,CLSD,8/28/2018,2018.00,249900,Condo,1990,4757,HOWARD,76,60076,1900,6,2,0,No,2,0,Attached,1,0
10140986,CLSD,2/1/2019,2019.00,229000,Condo,1997,5000,OAKTON,76,60077,1450,5,2,0,No,2,0,Attached,1,0
9375488,CLSD,4/7/2017,2017.00,198500,Condo,1997,5000,OAKTON,76,60077,1240,5,1,0,No,2,0,Attached,1,0
9804820,CLSD,3/26/2018,2018.00,160000,Condo,1997,5000,Oakton,76,60077,1050,4,1,0,No,1,0,Attached,1,0
9780054,CLSD,12/4/2017,2017.00,220100,Condo,1998,7400,LINCOLN,76,60076,1800,6,2,0,No,2,0,Attached,1,0
9942269,CLSD,6/20/2018,2018.00,239500,Condo,1998,7400,Lincoln,76,60076,1400,4,2,0,No,2,0,Attached,1,0
9846601,CLSD,3/22/2018,2018.00,190000,Condo,1998,7400,Lincoln,76,60076,1100,5,1,1,No,2,0,Attached,1,0
9400648,CLSD,4/7/2017,2017.00,300000,Condo,1999,5005,Warren,76,60077,1800,6,2,0,No,3,0,Attached,2,0
9981756,CLSD,8/13/2018,2018.00,250000,Condo,2000,7450,Lincoln,76,60076,1456,5,2,0,No,2,0,Attached,1,0
9915063,CLSD,6/4/2018,2018.00,217500,Condo,2000,7450,Lincoln,76,60076,1400,5,2,0,No,2,0,Attached,1,0
9750364,CLSD,11/27/2017,2017.00,227000,Condo,2000,7450,Lincoln,76,60076,1400,5,2,0,No,2,0,Attached,1,0
9918198,CLSD,5/29/2018,2018.00,220000,Condo,2000,7450,Lincoln,76,60076,1400,5,2,0,No,2,0,Attached,1,0
10026782,CLSD,9/12/2018,2018.00,255000,Condo,2000,7450,LINCOLN,76,60076,1400,5,2,0,No,2,0,Attached,1,0
10080740,CLSD,11/19/2018,2018.00,155000,Condo,2000,7450,Lincoln,76,60076,972,4,1,0,No,1,0,Attached,1,0
9476656,CLSD,3/10/2017,2017.00,215000,Condo,2001,5055,Madison,76,60077,1248,5,2,0,No,2,0,Attached,1,0
9782899,CLSD,3/8/2018,2018.00,245000,Condo,2002,5055,MADISON,76,60077,1597,5,2,0,No,2,0,Attached,1,0
9377598,CLSD,4/11/2017,2017.00,172000,Condo,2002,7450,Lincoln,76,60076,972,4,1,0,No,1,0,Attached,1,0
9769798,CLSD,6/11/2018,2018.00,230000,Condo,2004,8000,Kilpatrick,76,60076,1500,5,2,0,No,2,0,Attached,1,0
9627975,CLSD,7/14/2017,2017.00,267000,Condo,2004,5105,Madison,76,60077,1500,5,2,0,No,2,0,Attached,2,0
9665984,CLSD,8/30/2017,2017.00,242500,Condo,2004,5105,Madison,76,60077,1349,5,2,0,No,2,0,Attached,1,0
9660760,CLSD,8/11/2017,2017.00,230000,Condo,2004,5105,Madison,76,60077,1327,5,1,0,No,2,0,Attached,1,0
9472690,CLSD,6/21/2017,2017.00,188000,Condo,2004,5105,MADISON,76,60077,1236,5,1,0,No,2,0,Attached,1,0
10123152,CLSD,12/7/2018,2018.00,277500,Condo,2004,5105,Madison,76,60077,1597,6,2,0,No,2,0,Attached,1,1
9812451,CLSD,1/24/2018,2018.00,342500,Condo,2005,5155,Madison,76,60077,2010,6,2,0,No,3,0,Attached,2,0
9693746,CLSD,10/4/2017,2017.00,325000,Condo,2005,5155,Madison,76,60077,1899,5,2,0,No,2,0,Attached,2,0
10047528,CLSD,8/24/2018,2018.00,260000,Condo,2005,4953,Oakton,76,60077,1610,6,2,0,No,2,0,Attached,1,0
9956591,CLSD,6/15/2018,2018.00,295000,Condo,2005,5155,Madison,76,60077,1597,5,2,0,No,2,0,Attached,1,0
9830196,CLSD,3/7/2018,2018.00,240000,Condo,2005,8000,KILPATRICK,76,60076,1500,5,2,0,No,2,0,Attached,2,0
9918867,CLSD,5/29/2018,2018.00,240000,Condo,2005,8000,Kilpatrick,76,60076,1375,5,2,0,No,2,0,Attached,1,0
10008374,CLSD,11/1/2018,2018.00,277500,Condo,2005,5155,Madison,76,60077,1300,5,2,0,No,2,0,Attached,2,0
9722504,CLSD,1/25/2018,2018.00,202000,Condo,2005,5040,WARREN,76,60077,1300,5,2,0,No,2,0,Attached,1,0
10022660,CLSD,10/25/2018,2018.00,245000,Condo,2005,5155,Madison,76,60077,1248,5,2,0,No,2,0,Attached,1,0
9848175,CLSD,4/5/2018,2018.00,212500,Condo,2005,5155,Madison,76,60077,1198,5,1,0,No,2,0,Attached,1,0
9973528,CLSD,7/20/2018,2018.00,295000,Condo,2005,5155,Madison,76,60077,1597,5,2,0,No,2,0,Attached,1,1
9806570,CLSD,1/22/2018,2018.00,710000,Condo,2006,9655,Woods,76,60077,2943,8,2,1,No,3,0,Attached,2,0
9471795,CLSD,4/28/2017,2017.00,420000,Condo,2006,4953,Oakton,76,60077,2765,7,2,1,No,3,0,Attached,2,0
10021092,CLSD,12/28/2018,2018.00,465000,Condo,2006,9655,WOODS,76,60077,2150,8,2,1,No,3,0,Attached,2,0
9602317,CLSD,6/16/2017,2017.00,395000,Condo,2006,9360,SKOKIE,76,60077,2120,6,2,0,No,2,0,Attached,2,0
9601069,CLSD,6/15/2017,2017.00,380000,Condo,2006,9350,SKOKIE,76,60077,2047,7,2,0,No,2,0,Attached,2,0
9880810,CLSD,6/25/2018,2018.00,235000,Condo,2006,4953,Oakton,76,60077,1873,6,2,0,No,2,0,Attached,1,0
9744699,CLSD,12/19/2017,2017.00,420000,Condo,2006,9655,Woods,76,60077,1800,6,2,0,No,3,0,Attached,2,0
9480942,CLSD,5/22/2017,2017.00,365000,Condo,2006,9715,WOODS,76,60077,1793,5,2,0,No,2,0,Attached,1,0
